,Average ICSEA value,Boys,Completed senior secondary school,Full-time equivalent enrolments,Full-time equivalent non-teaching staff,Full-time equivalent teaching staff,Girls,Indigenous students,Location,Name,Non-teaching staff,SMCLID,School ICSEA value,School sector,School type,School-based apprenticeships and traineeships,Senior secondary certificate awarded,Teaching staff,Total enrolments,VET enrolments,Year,Year 3 | Grammar,Year 3 | Numeracy,Year 3 | Reading,Year 3 | Spelling,Year 3 | Writing,Year 5 | Grammar,Year 5 | Numeracy,Year 5 | Reading,Year 5 | Spelling,Year 5 | Writing,Year 7 | Grammar,Year 7 | Numeracy,Year 7 | Reading,Year 7 | Spelling,Year 7 | Writing,Year 9 | Grammar,Year 9 | Numeracy,Year 9 | Reading,Year 9 | Spelling,Year 9 | Writing,Year range
113,1000,111,22,231.6,7.6,19.1,122,2%,Provincial,"Booleroo Centre District School, Booleroo Centre, SA",9,90729,1013,Government,Combined,,22,22,233,,2010,493,477,473,457,452,494,493,503,476,483,536,548,549,540,561,579,592,588,582,571,R-12
114,1000,110,15,225.2,7.9,18.2,119,1%,Provincial,"Booleroo Centre District School, Booleroo Centre, SA",10,90729,1013,Government,Combined,,16,22,229,,2009,454,435,419,434,413,506,484,509,449,428,511,530,511,517,526,588,593,579,542,575,R-12
115,1000,113,,231.9,6.3,20.8,123,1%,Provincial,"Booleroo Centre District School, Booleroo Centre, SA",8,90729,1013,Government,Combined,,,23,236,,2008,439,445,405,400,408,517,518,491,503,515,543,544,520,546,544,549,568,585,562,551,-
116,1000,277,108,534.7,13.4,36.8,266,2%,Provincial,"Birdwood High School, Birdwood, SA",16,90728,979,Government,Secondary,11,76,38,543,1190,2014,,,,,,,,,,,,,,,,537,554,550,542,514,8-12
117,1000,306,98,588,14.1,41,287,2%,Provincial,"Birdwood High School, Birdwood, SA",17,90728,997,Government,Secondary,4,62,42,593,89,2013,,,,,,,,,,,,,,,,572,572,578,566,547,8-12
118,1000,302,104,609.1,13.8,43.8,310,1%,Provincial,"Birdwood High School, Birdwood, SA",17,90728,995,Government,Secondary,16,77,45,612,389,2012,,,,,,,,,,,,,,,,557,558,563,551,523,8-12
119,1000,332,82,658.1,15.2,46.5,327,1%,Provincial,"Birdwood High School, Birdwood, SA",20,90728,995,Government,Secondary,7,61,49,659,152,2011,,,,,,,,,,,,,,,,550,542,556,557,500,8-12
120,1000,327,93,654.2,13.7,45.2,329,-,Provincial,"Birdwood High School, Birdwood, SA",17,90728,1000,Government,Secondary,,80,46,656,,2010,,,,,,,,,,,,,,,,571,570,575,579,553,8-12
121,1000,326,101,654,11.2,47.8,328,-,Provincial,"Birdwood High School, Birdwood, SA",12,90728,1024,Government,Secondary,,89,49,654,,2009,,,,,,,,,,,,,,,,559,561,571,555,573,8-12
122,1000,349,,676.2,11.1,49.4,328,-,Provincial,"Birdwood High School, Birdwood, SA",13,90728,1024,Government,Secondary,,,51,677,,2008,,,,,,,,,,,,,,,,555,572,565,557,557,-
123,1000,240,,485,5.8,23.7,245,0%,Metropolitan,"Craigburn Primary School, Flagstaff Hill, SA",7,90896,1074,Government,Primary,,,26,485,,2014,426,395,435,409,408,492,484,498,478,446,556,561,557,544,522,,,,,,R-7
124,1000,245,,492,5.9,25.6,247,0%,Metropolitan,"Craigburn Primary School, Flagstaff Hill, SA",7,90896,1080,Government,Primary,,,29,492,,2013,452,391,435,420,434,506,488,498,489,466,562,558,586,563,554,,,,,,R-7
125,1000,272,,532,6.6,25.6,260,1%,Metropolitan,"Craigburn Primary School, Flagstaff Hill, SA",8,90896,1072,Government,Primary,,,27,532,,2012,417,399,430,402,426,494,483,486,487,463,559,539,555,552,539,,,,,,R-7
126,1000,254,,520,5.8,26.2,266,0%,Metropolitan,"Craigburn Primary School, Flagstaff Hill, SA",7,90896,1075,Government,Primary,,,28,520,,2011,434,402,424,421,418,498,488,497,487,477,542,553,554,542,553,,,,,,R-7
127,1000,270,,542,5.6,27.1,272,1%,Metropolitan,"Craigburn Primary School, Flagstaff Hill, SA",8,90896,1078,Government,Primary,,,30,542,,2010,416,397,433,404,432,539,511,509,507,513,558,547,565,545,561,,,,,,R-7
128,1000,284,,568,5.8,26.4,284,1%,Metropolitan,"Craigburn Primary School, Flagstaff Hill, SA",8,90896,1115,Government,Primary,,,28,568,,2009,438,400,438,414,434,511,486,504,496,500,563,552,562,543,554,,,,,,R-7
129,1000,285,,562,5.8,27.6,277,1%,Metropolitan,"Craigburn Primary School, Flagstaff Hill, SA",9,90896,1115,Government,Primary,,,30,562,,2008,450,432,439,447,438,507,475,492,498,507,572,565,572,560,570,,,,,,-
130,1000,46,,90,3.9,6,44,4%,Provincial,"Yahl Primary School, Yahl, SA",7,90629,987,Government,Primary,,,7,90,,2014,376,341,375,345,381,522,481,497,517,469,509,520,530,525,494,,,,,,R-7
131,1000,50,,112,3.3,8,62,7%,Provincial,"Yahl Primary School, Yahl, SA",6,90629,977,Government,Primary,,,9,112,,2013,382,327,348,329,377,474,446,492,445,443,524,519,525,541,540,,,,,,R-7
132,1000,55,,112,3.2,6.8,57,5%,Provincial,"Yahl Primary School, Yahl, SA",5,90629,993,Government,Primary,,,7,112,,2012,411,394,436,407,427,429,459,449,461,454,547,575,555,540,556,,,,,,R-7
133,1000,44,,102,3.3,5.9,58,6%,Provincial,"Yahl Primary School, Yahl, SA",5,90629,989,Government,Primary,,,6,102,,2011,415,387,435,387,414,490,471,469,463,475,513,511,534,523,534,,,,,,R-7
134,1000,47,,92,3.5,5.4,45,3%,Provincial,"Yahl Primary School, Yahl, SA",7,90629,989,Government,Primary,,,6,92,,2010,396,365,355,369,416,493,501,511,493,491,-,-,-,-,-,,,,,,R-7
135,1000,50,,92,2.1,5.4,42,5%,Provincial,"Yahl Primary School, Yahl, SA",4,90629,951,Government,Primary,,,6,92,,2009,392,367,405,388,429,466,451,494,446,473,563,550,543,521,547,,,,,,R-7
136,1000,49,,82,2.3,5.4,33,5%,Provincial,"Yahl Primary School, Yahl, SA",4,90629,951,Government,Primary,,,6,82,,2008,432,420,439,406,428,478,459,482,436,478,504,519,512,524,482,,,,,,-
137,1000,185,,339,8.4,18.5,154,2%,Metropolitan,"Hallett Cove East Primary School, Hallett Cove, SA",11,90852,1044,Government,Primary,,,22,339,,2014,411,393,421,425,364,490,473,488,482,455,536,536,546,547,514,,,,,,R-7
138,1000,191,,361,5.9,18.4,170,1%,Metropolitan,"Hallett Cove East Primary School, Hallett Cove, SA",10,90852,1044,Government,Primary,,,21,361,,2013,414,386,414,399,388,481,454,479,467,446,552,554,556,558,552,,,,,,R-7
139,1000,193,,369,6.6,19,176,1%,Metropolitan,"Hallett Cove East Primary School, Hallett Cove, SA",10,90852,1035,Government,Primary,,,23,369,,2012,381,365,386,393,382,457,459,462,475,450,533,517,528,529,509,,,,,,R-7
140,1000,201,,387,5.8,20.9,186,2%,Metropolitan,"Hallett Cove East Primary School, Hallett Cove, SA",7,90852,1041,Government,Primary,,,24,387,,2011,387,366,389,397,402,489,481,493,483,480,542,567,547,546,542,,,,,,R-7
141,1000,206,,407,6.2,20.5,201,1%,Metropolitan,"Hallett Cove East Primary School, Hallett Cove, SA",8,90852,1046,Government,Primary,,,23,407,,2010,402,377,396,394,403,476,448,446,461,480,543,566,557,553,524,,,,,,R-7
142,1000,226,,434.4,6.5,22.4,209,1%,Metropolitan,"Hallett Cove East Primary School, Hallett Cove, SA",9,90852,1118,Government,Primary,,,25,435,,2009,424,397,412,390,431,494,472,481,486,498,531,536,542,536,521,,,,,,R-7
143,1000,236,,472.6,6.1,23.2,237,1%,Metropolitan,"Hallett Cove East Primary School, Hallett Cove, SA",8,90852,1118,Government,Primary,,,26,473,,2008,389,373,375,378,399,498,464,471,479,464,554,560,538,552,547,,,,,,-
144,1000,212,,378,9,20.4,166,-,Metropolitan,"St Joseph's School, Payneham, SA",14,91022,1060,Non-government,Primary,,,25,378,,2014,421,389,405,423,419,493,469,500,517,494,588,578,574,599,582,,,,,,R-7
145,1000,210,,384,7.2,20.4,174,-,Metropolitan,"St Joseph's School, Payneham, SA",12,91022,1053,Non-government,Primary,,,25,384,,2013,392,356,403,410,422,487,453,483,499,509,544,568,566,568,564,,,,,,"U, R-7"
146,1000,199,,364,7,18.9,165,-,Metropolitan,"St Joseph's School, Payneham, SA",13,91022,1055,Non-government,Primary,,,23,364,,2012,425,394,418,437,431,515,496,515,514,526,540,522,528,545,519,,,,,,"U, R-7"
147,1000,198,,367,7.2,20,169,-,Metropolitan,"St Joseph's School, Payneham, SA",12,91022,1050,Non-government,Primary,,,26,367,,2011,418,368,401,418,426,514,476,510,486,509,536,543,530,546,548,,,,,,"U, R-7"
148,1000,187,,357,6.9,19.1,170,-,Metropolitan,"St Joseph's School, Payneham, SA",10,91022,1057,Non-government,Primary,,,24,357,,2010,464,413,444,434,433,495,462,471,501,507,534,549,527,551,558,,,,,,"U, R-7"
149,1000,163,,339,7.2,17.7,176,-,Metropolitan,"St Joseph's School, Payneham, SA",11,91022,1064,Non-government,Primary,,,22,339,,2009,438,372,439,426,469,509,462,489,486,534,551,532,557,576,568,,,,,,"U, R-7"
150,1000,158,,318,6.8,17.7,160,-,Metropolitan,"St Joseph's School, Payneham, SA",11,91022,1064,Non-government,Primary,,,21,318,,2008,399,365,401,397,438,498,457,467,517,506,521,509,512,546,546,,,,,,-
151,1000,458,137,876.2,32.9,71.8,420,0%,Provincial,"Cornerstone College, Mount Barker, SA",49,91058,1066,Non-government,Combined,2,132,81,878,585,2014,,,,,,,,,,,574,569,557,554,536,599,606,598,595,574,7-12
152,1000,388,144,742.2,33.1,64.8,356,0%,Provincial,"Cornerstone College, Mount Barker, SA",49,91058,1078,Non-government,Secondary,4,136,75,744,216,2013,,,,,,,,,,,,,,,,599,580,599,595,569,"U, 8-12"
153,1000,383,131,756.4,33.4,64.1,374,1%,Provincial,"Cornerstone College, Mount Barker, SA",48,91058,1065,Non-government,Secondary,5,126,74,757,151,2012,,,,,,,,,,,,,,,,598,593,609,594,577,"U, 8-12"
154,1000,362,121,745.4,32.1,62.8,384,-,Provincial,"Cornerstone College, Mount Barker, SA",45,91058,1080,Non-government,Secondary,,117,71,746,192,2011,,,,,,,,,,,,,,,,577,579,591,575,585,"U, 8-12"
155,1000,356,129,739.8,29.2,62.3,385,1%,Provincial,"Cornerstone College, Mount Barker, SA",43,91058,1082,Non-government,Secondary,,129,71,741,,2010,,,,,,,,,,,,,,,,598,601,601,586,625,"U, 8-12"
156,1000,341,128,731.4,29.5,62.4,391,-,Provincial,"Cornerstone College, Mount Barker, SA",41,91058,1060,Non-government,Secondary,,124,72,732,,2009,,,,,,,,,,,,,,,,585,586,593,580,594,"U, 8-12"
157,1000,341,,735.4,25.4,60.5,395,-,Provincial,"Cornerstone College, Mount Barker, SA",35,91058,1060,Non-government,Secondary,,,67,736,,2008,,,,,,,,,,,,,,,,588,585,609,579,591,-
158,1000,721,92,1466,62.1,94.9,745,1%,Metropolitan,"Tyndale Christian School, Salisbury East, SA",85,91110,1025,Non-government,Combined,8,87,109,1466,739,2014,387,379,384,389,372,475,463,474,466,449,536,531,536,533,514,567,576,577,576,538,R-12
159,1000,688,104,1425,58.1,91.3,737,1%,Metropolitan,"Tyndale Christian School, Salisbury East, SA",83,91110,1023,Non-government,Combined,13,91,104,1425,21,2013,388,377,396,396,397,487,475,492,474,482,511,514,520,525,495,566,568,577,568,559,"U, R-12"
160,1000,707,94,1429,59.6,90.4,722,0%,Metropolitan,"Tyndale Christian School, Salisbury East, SA",87,91110,1016,Non-government,Combined,10,86,105,1429,59,2012,397,373,393,384,399,473,480,484,480,463,550,521,533,534,509,573,579,576,576,558,"U, R-12"
161,1000,701,79,1402,58.7,81.8,701,1%,Metropolitan,"Tyndale Christian School, Salisbury East, SA",81,91110,1022,Non-government,Combined,18,74,92,1402,620,2011,408,384,404,397,429,492,471,477,473,474,528,533,527,519,526,583,582,580,578,596,"U, R-12"
162,1000,695,75,1374.8,56.9,80.7,680,1%,Metropolitan,"Tyndale Christian School, Salisbury East, SA",75,91110,1022,Non-government,Combined,,70,88,1375,,2010,405,387,415,396,431,506,483,486,486,486,529,535,538,537,519,586,581,571,575,573,"U, R-12"
163,1000,688,63,1359.4,49.2,89.4,672,1%,Metropolitan,"Tyndale Christian School, Salisbury East, SA",66,91110,970,Non-government,Combined,,61,97,1360,,2009,407,389,403,402,439,486,470,480,470,466,551,541,548,542,526,561,579,573,561,555,"U, R-12"
164,1000,679,,1312,46.7,83.2,633,1%,Metropolitan,"Tyndale Christian School, Salisbury East, SA",59,91110,970,Non-government,Combined,,,89,1312,,2008,408,394,408,410,436,502,463,486,487,471,534,538,531,548,520,581,584,589,592,584,-
165,1000,192,21,402.7,12.5,31.6,213,-,Provincial,"Horizon Christian School, Balaklava, SA",19,91113,991,Non-government,Combined,,21,45,405,145,2014,438,406,418,425,394,470,458,454,491,462,507,508,496,515,471,552,554,557,553,517,R-12
166,1000,178,18,389.4,12.2,31,212,-,Provincial,"Horizon Christian School, Balaklava, SA",18,91113,1003,Non-government,Combined,3,14,38,390,6,2013,393,384,410,409,442,466,437,451,472,463,528,534,544,558,509,588,578,583,577,580,"U, R-12"
167,1000,175,19,392,12.6,29.8,218,-,Provincial,"Horizon Christian School, Balaklava, SA",19,91113,1014,Non-government,Combined,,19,36,393,27,2012,408,375,420,403,420,452,448,455,477,436,514,495,505,511,467,575,571,574,564,561,"U, R-12"
168,1000,175,17,382.6,10,31.7,209,1%,Provincial,"Horizon Christian School, Balaklava, SA",16,91113,1020,Non-government,Combined,1,14,41,384,22,2011,390,374,384,404,444,461,468,466,468,463,534,540,542,534,537,546,555,564,551,557,"U, R-12"
169,1000,181,16,391.4,11.8,31.3,214,1%,Provincial,"Horizon Christian School, Balaklava, SA",18,91113,1025,Non-government,Combined,,15,36,395,,2010,391,369,374,393,404,441,436,434,431,439,509,511,528,519,504,558,543,561,559,556,"U, R-12"
170,1000,148,8,348.6,9.7,26.4,201,1%,Provincial,"Horizon Christian School, Balaklava, SA",16,91113,986,Non-government,Combined,,10,32,349,,2009,374,381,381,379,399,505,487,484,471,488,522,517,528,525,494,579,580,589,571,579,"U, R-12"
171,1000,136,,287.2,7.8,21.3,153,-,Provincial,"Horizon Christian School, Balaklava, SA",12,91113,986,Non-government,Combined,,,26,289,,2008,369,383,371,367,404,493,438,468,457,430,508,527,507,513,491,573,562,584,596,578,-
172,1000,22,,47,2.9,4,25,4%,Provincial,"Riverland Christian School, Glossop, SA",7,91112,986,Non-government,Primary,,,6,47,,2014,454,454,476,458,430,525,478,480,500,441,473,510,516,479,436,,,,,,R-7
173,1000,21,,46,3.2,4,25,4%,Provincial,"Riverland Christian School, Glossop, SA",7,91112,965,Non-government,Primary,,,5,46,,2013,405,418,379,384,380,,,,,,565,526,507,549,500,,,,,,"U, R-7"
174,1000,28,,55,4.1,4.3,27,4%,Provincial,"Riverland Christian School, Glossop, SA",8,91112,947,Non-government,Primary,,,6,55,,2012,388,370,425,410,398,459,442,423,438,443,530,501,494,481,439,,,,,,"U, R-7"
175,1000,27,,54,3.4,4.5,27,7%,Provincial,"Riverland Christian School, Glossop, SA",7,91112,948,Non-government,Primary,,,5,54,,2011,-,-,-,-,-,480,442,450,464,469,496,557,527,531,486,,,,,,"U, R-7"
176,1000,27,,52,3.1,3.9,25,13%,Provincial,"Riverland Christian School, Glossop, SA",6,91112,926,Non-government,Primary,,,5,52,,2010,380,365,450,346,418,497,473,494,444,446,490,510,509,469,457,,,,,,"U, R-7"
177,1000,35,,61,3.6,5.7,26,8%,Provincial,"Riverland Christian School, Glossop, SA",7,91112,992,Non-government,Primary,,,6,61,,2009,423,364,392,396,414,484,459,432,463,436,527,541,495,554,521,,,,,,"U, R-7"
178,1000,37,,59.3,2,4.6,23,7%,Provincial,"Riverland Christian School, Glossop, SA",3,91112,992,Non-government,Primary,,,5,60,,2008,409,381,385,376,387,507,467,490,465,436,561,574,591,512,501,,,,,,-
179,1000,523,94,1109.8,35,76.3,589,1%,Metropolitan,"Tatachilla Lutheran College, Mclaren Vale, SA",54,91115,1062,Non-government,Combined,,90,86,1112,322,2014,427,399,411,408,407,514,482,505,497,459,550,540,554,566,508,585,571,580,590,560,R-12
180,1000,523,117,1102,34,76.4,580,1%,Metropolitan,"Tatachilla Lutheran College, Mclaren Vale, SA",53,91115,1069,Non-government,Combined,,106,87,1103,37,2013,460,401,455,424,419,520,490,515,504,485,525,532,544,540,512,576,570,586,580,564,"U, R-12"
181,1000,520,103,1104.3,32.5,74.5,586,1%,Metropolitan,"Tatachilla Lutheran College, Mclaren Vale, SA",47,91115,1064,Non-government,Combined,,94,85,1106,63,2012,388,381,395,391,398,510,490,494,509,480,546,530,540,547,490,569,576,575,575,562,"U, R-12"
182,1000,481,114,1037,32.7,73.1,559,1%,Metropolitan,"Tatachilla Lutheran College, Mclaren Vale, SA",45,91115,1080,Non-government,Combined,,107,81,1040,34,2011,405,379,426,399,406,496,488,512,477,475,551,528,541,540,520,563,567,569,576,582,"U, R-12"
183,1000,498,117,1053.6,33.1,73.7,558,1%,Metropolitan,"Tatachilla Lutheran College, Mclaren Vale, SA",47,91115,1078,Non-government,Combined,,112,81,1056,,2010,382,377,410,407,411,511,482,508,499,489,526,518,534,524,512,595,587,587,592,594,"U, R-12"
184,1000,511,99,1095,32,73.8,587,1%,Metropolitan,"Tatachilla Lutheran College, Mclaren Vale, SA",45,91115,1018,Non-government,Combined,,94,81,1098,,2009,414,379,421,389,425,523,463,509,490,507,537,537,532,522,523,594,591,597,587,601,"U, R-12"
185,1000,495,,1080.2,31.1,73.4,588,1%,Metropolitan,"Tatachilla Lutheran College, Mclaren Vale, SA",42,91115,1018,Non-government,Combined,,,81,1083,,2008,394,386,407,398,417,486,450,495,479,492,554,536,553,547,541,586,571,593,585,587,-
186,1000,59,12,126,1.7,14.2,67,-,Metropolitan,"Meridian School Incorporated, Aberfoyle Park, SA",2,91114,1033,Non-government,Combined,,10,20,126,352,2014,482,425,474,441,399,514,482,526,499,466,661,626,610,614,597,642,639,633,635,622,3-12
187,1000,62,8,126,1.8,15.6,64,-,Metropolitan,"Meridian School Incorporated, Aberfoyle Park, SA",2,91114,1025,Non-government,Combined,,8,22,126,,2013,443,387,446,420,407,536,503,502,494,497,609,589,581,607,592,588,631,610,555,592,"U, 3-12"
188,1000,61,19,121,1.6,14.8,60,-,Metropolitan,"Meridian School Incorporated, Aberfoyle Park, SA",2,91114,969,Non-government,Combined,,18,23,121,,2012,435,403,422,418,408,562,519,535,542,516,614,557,585,595,598,-,-,-,-,-,"U, 3-12"
189,1000,63,9,125,1.8,15.4,62,-,Metropolitan,"Meridian School Incorporated, Aberfoyle Park, SA",2,91114,958,Non-government,Combined,14,8,24,125,20,2011,414,379,396,416,410,531,497,537,524,526,541,566,547,494,518,630,617,628,606,611,"U, 3-12"
190,1000,35,9,68,3.1,11.3,33,-,Metropolitan,"Meridian School Incorporated, Aberfoyle Park, SA",6,91114,943,Non-government,Combined,,9,20,68,,2010,,,,,,,,,,,-,-,-,-,-,629,603,636,621,615,"U, 7-12"
191,1000,35,9,74,1.6,11.4,39,-,Metropolitan,"Meridian School Incorporated, Aberfoyle Park, SA",3,91114,1072,Non-government,Combined,,9,21,74,,2009,,,,,,,,,,,614,555,589,578,524,610,627,605,614,574,"U, 7-12"
192,1000,34,,71,1.3,10.4,37,-,Metropolitan,"Meridian School Incorporated, Aberfoyle Park, SA",3,91114,1072,Non-government,Combined,,,19,71,,2008,,,,,,,,,,,567,553,580,593,585,605,611,610,603,614,-
193,1000,252,74,470.7,15,37.4,219,0%,Metropolitan,"Endeavour College, Mawson Lakes, SA",21,91117,1065,Non-government,Secondary,,72,41,471,276,2014,,,,,,,,,,,,,,,,596,612,594,595,585,8-12
194,1000,247,82,469.8,14.7,37.9,223,0%,Metropolitan,"Endeavour College, Mawson Lakes, SA",20,91117,1071,Non-government,Secondary,,79,41,470,,2013,,,,,,,,,,,,,,,,595,603,597,598,580,"U, 8-12"
195,1000,246,87,467.3,15.3,39,222,-,Metropolitan,"Endeavour College, Mawson Lakes, SA",21,91117,1055,Non-government,Secondary,,78,42,468,7,2012,,,,,,,,,,,,,,,,589,607,583,596,583,"U, 8-12"
196,1000,261,78,461,13.3,39.8,201,-,Metropolitan,"Endeavour College, Mawson Lakes, SA",18,91117,1048,Non-government,Secondary,,77,45,462,42,2011,,,,,,,,,,,,,,,,583,596,592,600,595,"U, 8-12"
197,1000,269,69,497.6,14,38.3,229,1%,Metropolitan,"Endeavour College, Mawson Lakes, SA",19,91117,1054,Non-government,Secondary,,65,42,498,,2010,,,,,,,,,,,,,,,,585,584,570,584,572,"U, 8-12"
198,1000,265,65,482.7,13.8,38.6,219,1%,Metropolitan,"Endeavour College, Mawson Lakes, SA",20,91117,1032,Non-government,Secondary,,64,42,484,,2009,,,,,,,,,,,,,,,,589,593,592,588,587,"U, 8-12"
199,1000,258,,471.2,12.8,38.2,214,-,Metropolitan,"Endeavour College, Mawson Lakes, SA",19,91117,1032,Non-government,Secondary,,,42,472,,2008,,,,,,,,,,,,,,,,593,603,594,597,594,-
200,1000,288,32,630,14.8,46.8,342,-,Metropolitan,"Islamic College of South Australia, West Croydon, SA",16,91116,1022,Non-government,Combined,,30,52,630,489,2014,386,349,379,428,406,490,467,471,513,470,530,537,539,544,519,571,571,563,574,557,R-12
201,1000,327,21,684,8.2,43.4,357,-,Metropolitan,"Islamic College of South Australia, West Croydon, SA",12,91116,1008,Non-government,Combined,,19,49,684,,2013,393,344,372,404,409,475,450,469,494,470,516,527,512,534,514,514,535,531,547,510,"U, R-12"
202,1000,287,19,618.8,7.4,38.2,332,-,Metropolitan,"Islamic College of South Australia, West Croydon, SA",9,91116,1016,Non-government,Combined,,18,46,619,,2012,393,353,387,417,392,484,471,483,524,481,540,538,534,564,538,575,579,562,570,543,"U, R-12"
203,1000,234,14,536.4,7.5,33,303,-,Metropolitan,"Islamic College of South Australia, West Croydon, SA",10,91116,982,Non-government,Combined,,14,39,537,2,2011,402,368,393,411,405,485,455,454,475,489,506,486,495,513,512,549,547,538,590,565,"U, R-12"
204,1000,208,13,470,9.1,33.5,262,1%,Metropolitan,"Islamic College of South Australia, West Croydon, SA",13,91116,982,Non-government,Combined,,13,39,470,,2010,409,376,402,412,418,516,478,464,482,471,527,534,543,564,558,585,592,576,592,585,"U, R-12"
205,1000,213,10,454,7.9,32.6,241,1%,Metropolitan,"Islamic College of South Australia, West Croydon, SA",12,91116,982,Non-government,Combined,,9,37,454,,2009,399,362,400,424,430,495,462,490,499,517,538,548,547,572,554,583,594,575,595,613,"U, R-12"
206,1000,217,,449,9.6,37.4,232,1%,Metropolitan,"Islamic College of South Australia, West Croydon, SA",15,91116,982,Non-government,Combined,,,39,449,,2008,384,397,387,417,440,503,457,465,500,516,549,560,549,575,580,558,594,567,586,569,-
207,1000,233,,391,22.7,43.2,158,0%,Metropolitan,"St Andrew's School, Walkerville, SA",32,91119,1185,Non-government,Primary,,,55,391,,2014,487,444,470,479,428,577,553,558,538,524,597,617,615,584,600,,,,,,R-7
208,1000,266,,453,20.9,47,187,0%,Metropolitan,"St Andrew's School, Walkerville, SA",28,91119,1187,Non-government,Primary,,,61,453,,2013,491,453,496,461,467,538,547,535,532,515,602,630,601,591,572,,,,,,"U, R-7"
209,1000,249,,422,19.2,44.2,173,0%,Metropolitan,"St Andrew's School, Walkerville, SA",25,91119,1167,Non-government,Primary,,,62,422,,2012,483,456,479,470,451,544,555,555,543,510,630,654,618,613,584,,,,,,"U, R-7"
210,1000,279,,467,18.5,43,188,-,Metropolitan,"St Andrew's School, Walkerville, SA",24,91119,1179,Non-government,Primary,,,58,467,,2011,448,424,455,434,412,570,556,547,521,530,591,628,596,588,595,,,,,,"U, R-7"
